,date,tag,title,link
64,関税法基本通達等の一部改正について（令和4年3月31日,法令,関税法基本通達等の一部改正について（令和4年3月31日財関第206号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu206/index.html
65,関税法基本通達等の一部改正について（令和4年3月31日,法令,関税法基本通達等の一部改正について（令和4年3月31日財関第204号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu204/index.html
66,,法令,関税暫定措置法施行令第二十五条第一項第一号イ及びロに規定する財務大臣が定める所得水準並びに関税暫定措置法第八条の二第一項に規定する特恵受益国等及び同条第三項に規定する特別特恵受益国を告示する件（令和４年財務省告示第95号）,https://www.customs.go.jp/kaisei/kokuji/2022kokuji/2022kokuji95.pdf
67,,法令,輸出統計品目表及び輸入統計品目表を定める等の件の一部を改正する件（令和4年財務省告示第98号）,https://www.customs.go.jp/kaisei/kokuji/2022kokuji/2022kokuji98.pdf
68,,法令,電子情報処理組織を使用して処理する場合における国税等の徴収関係事務等の取扱いの特例に関する省令及び税関関係法令に係る情報通信技術を活用した行政の推進等に関する省令の一部を改正する省令（令和4年財務省令第12号）,https://www.customs.go.jp/kaisei/shourei.htm
69,,法令,関税法施行規則の一部を改正する省令（令和４年財務省令第９号）,https://www.customs.go.jp/kaisei/shourei.htm
70,,その他,通い容器に関する免税手続の簡素化の対象拡大について,https://www.customs.go.jp/zeikan/seido/menzei.pdf
71,,統計,貿易統計（令和4年3月上旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
72,,法令,ロシア連邦に対する奢侈品の輸出の禁止措置に伴う税関の対応について,https://www.customs.go.jp/kaisei/zeikantsutatsu/kobetsu/TU-R04z211.pdf
73,,手続,「通常要すると認められる保険料の額」等について（令和4年度）,https://www.customs.go.jp/koujigaku/koujigaku_index.htm
74,種苗法施行令で指定される「加工品」の範囲について（令和４年３月28日,その他,種苗法施行令で指定される「加工品」の範囲について（令和４年３月28日財関第203号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu203/index.html
75,,法令,「関税定率法等の一部を改正する法律案」が参・本会議で可決、成立,https://www.customs.go.jp/news/movement.htm#20220325
76,,その他,「税関申告WEB」をリリースしました！,https://www.customs.go.jphttps://www.cd-ws.customs.go.jp/#/
77,,法令,「関税定率法等の一部を改正する法律案」が参・財金委で可決,https://www.customs.go.jp/news/movement.htm#20220324
78,,その他,RCEP協定のNACCSの原産地証明書識別コードの入力誤りにご注意ください,https://www.customs.go.jp/kyotsu/kokusai/gaiyou/rcep/rcep_codechui.html
79,,法令,マレーシアに対するRCEP協定の発効について,https://www.customs.go.jp/kyotsu/kokusai/gaiyou/rcep/rcep_20220118.html
80,,統計,貿易統計（令和4年2月分速報）,https://www.customs.go.jp/toukei/latest/index.htm
81,,法令,ロシア連邦等に対する輸出の禁止措置に伴う税関の対応について,https://www.customs.go.jp/kaisei/zeikantsutatsu/kobetsu/TU-R04z0153.pdf
82,NACCS用品目コード一覧（2022年1月1日,その他,NACCS用品目コード一覧（2022年1月1日）を掲載,https://www.customs.go.jp/tariff/2022_01_01/naccscode2022_1.htm
83,NACCS用品目コード一覧（2022年1月1日,その他,NACCS用品目コード一覧（2022年1月1日）を掲載,https://www.customs.go.jp/tariff/2022_01_01/naccscode2022_2.htm
84,,その他,税関手続き等に関するアンケート調査について（協力依頼）,https://www.customs.go.jp/form/2022/chousa.html
85,,法令,「関税定率法等の一部を改正する法律案」が衆議院本会議で可決,https://www.customs.go.jp/news/movement.htm#20220310
86,関税法基本通達の一部改正について（令和４年３月10日,その他,関税法基本通達の一部改正について（令和４年３月10日財関第140号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu140/index.html
87,銃砲刀剣類所持等取締法の一部を改正する法律の施行に伴うクロスボウの輸入時の取扱いについて（令和４年３月10日,その他,銃砲刀剣類所持等取締法の一部を改正する法律の施行に伴うクロスボウの輸入時の取扱いについて（令和４年３月10日財関第139号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu139/index.html
88,,法令,「関税定率法等の一部を改正する法律案」が衆・財金委で可決,https://www.customs.go.jp/news/movement.htm#20220308
89,,統計,貿易統計（令和4年2月上中旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
90,,報道資料,令和３年の税関における知的財産侵害物品の差止状況,https://www.customs.go.jp/news/hodo.htm#20220304
91,,法令,ウクライナ（「ドネツク人民共和国」（自称）又は「ルハンスク人民共和国」（自称）を原産地とする場合に限る。）からの貨物に対する輸入の禁止措置に伴う税関の対応について,https://www.customs.go.jp/kaisei/zeikantsutatsu/kobetsu/TU-R04z0118.pdf
92,,統計,貿易統計（令和4年2月上旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
93,,その他,税関職員の制服に関するアンケートの結果について,https://www.customs.go.jp/form/seihuku/seihuku_kekka.pdf
94,,統計,貿易統計（令和4年1月分速報）,https://www.customs.go.jp/toukei/latest/index.htm
95,,報道資料,令和3年の全国の税関における関税法違反事件の取締り状況,https://www.customs.go.jp/news/hodo.htm#20220216
96,,報道資料,中華人民共和国産高重合度ポリエチレンテレフタレートに対する不当廉売関税の課税期間の延長に関する調査を開始します,https://www.customs.go.jp/news/hodo.htm#20220210
97,関税率表解説及び分類例規の一部改正について（令和4年2月7日,その他,関税率表解説及び分類例規の一部改正について（令和4年2月7日財関第84号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu084/index.html
98,,統計,貿易統計（令和4年1月上中旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
99,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_9.pdf
100,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_10.pdf
101,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_8.pdf
102,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_7.pdf
103,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_6.pdf
104,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_5.pdf
105,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_4.pdf
106,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_3.pdf
107,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_2.pdf
108,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_1.pdf
109,,法令,韓国に対するRCEP協定の発効について,https://www.customs.go.jp/kyotsu/kokusai/gaiyou/rcep/rcep_20211206.html
110,,その他,函館税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_26.pdf
111,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_25.pdf
112,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_24.pdf
113,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_23.pdf
114,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_22.pdf
115,,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_21.pdf
116,,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_20.pdf
117,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_18.pdf
118,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_19.pdf
119,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_16.pdf
120,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_17.pdf
121,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_15.pdf
122,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_14.pdf
123,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_13.pdf
124,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_12.pdf
125,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_11.pdf
126,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_9.pdf
127,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_10.pdf
128,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_8.pdf
129,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_7.pdf
130,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_6.pdf
131,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_5.pdf
132,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_3.pdf
133,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_4.pdf
134,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_1.pdf
135,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_2.pdf
136,,法令,関税定率法等の一部を改正する法律案を国会に提出,https://www.customs.go.jp/news/movement.htm#20220128
137,,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_11.pdf
138,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_10.pdf
139,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_9.pdf
140,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_8.pdf
141,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_7.pdf
142,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_6.pdf
143,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_5.pdf
144,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_4.pdf
145,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_3.pdf
146,,その他,神戸税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_2.pdf
147,,その他,神戸税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_1.pdf
148,,統計,貿易統計（令和4年1月上旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
149,,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_5.pdf
150,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_6.pdf
151,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_4.pdf
152,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_3.pdf
153,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_1.pdf
154,,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_6.pdf
155,,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_7.pdf
156,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_5.pdf
157,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_4.pdf
158,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_3.pdf
159,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_2.pdf
160,,その他,神戸税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_1.pdf
161,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_8.pdf
162,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_7.pdf
163,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_6.pdf
164,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_5.pdf
165,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_4.pdf
166,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_3.pdf
167,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_2.pdf
168,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_1.pdf
169,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_9.pdf
170,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_8.pdf
171,,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_7.pdf
172,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_6.pdf
173,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_5.pdf
174,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_4.pdf
175,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_3.pdf
176,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_2.pdf
177,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_1.pdf
178,関税・外国為替等審議会 関税分科会（令和3年11月29日,その他,関税・外国為替等審議会 関税分科会（令和3年11月29日開催）議事録,https://www.customs.go.jp/news/hodo.htm#20220124
179,,その他,函館税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220121covid-19_4.pdf
180,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220121covid-19_3.pdf
181,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220121covid-19_2.pdf
182,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220121covid-19_1.pdf
183,,その他,HS2022改正ページを更新しました,https://www.customs.go.jp/zeikan/seido/classification/hs2022.html
184,日,報道資料,日・モルドバ税関相互支援協定が署名されました,https://www.customs.go.jp/news/hodo.htm#20220120
185,,その他,神戸税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220120covid-19.pdf
186,,統計,貿易統計（令和3年12月分及び令和3年分速報）,https://www.customs.go.jp/toukei/latest/index.htm
187,,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220119covid-19_2.pdf
188,,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220119covid-19_1.pdf
189,,その他,函館税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220118covid-19.pdf
190,,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220117covid-19_3.pdf
191,,その他,長崎税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220117covid-19_2.pdf
