,date,title,link,content
10,4/07/2022,Additions of Entities to the Entity List,https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr20295,"4/07/202287 FR 20295Additions of Entities to the Entity List, effective April 01, 2022In response to the Russian Federation’s (Russia’s) further invasion of Ukraine on February 24, 2022, the Department of Commerce is amending the Export Administration Regulations (EAR) by adding 120 entities under 120 entries to the Entity List. These 120 entities have been determined by the U.S. Government to be acting contrary to the national security interests or foreign policy of the United States and will be listed on the Entity List under the destinations of Belarus and Russia.BIS Rule"
11,3/16/2022,Imposition of Sanctions on ‘Luxury Goods’ Destined for Russia and Belarus and for Russian and Belarusian Oligarchs and Malign Actors Under the Export Administration Regulations (EAR),https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr14785,"3/16/202287 FR 14785Imposition of Sanctions on ‘Luxury Goods’ Destined for Russia and Belarus and for Russian and Belarusian Oligarchs and Malign Actors Under the Export Administration Regulations (EAR), effective March 11, 2022In response to the Russian Federation’s (Russia’s) further invasion of Ukraine, and Belarus’s substantial enabling of Russia’s invasion, the Department of Commerce is imposing restrictions on the export, reexport, or transfer (in-country) to or within Russia or Belarus of ‘luxury goods’ under the Export Administration Regulations (EAR) and for exports, reexports and transfers (in-country) worldwide to certain Russian or Belarusian oligarchs and other malign actors supporting the Russian or Belarusian governments.  Taken together, these new export controls will significantly limit financially elite individuals’ and organizations’ access to luxury goods and thereby accentuate the consequences of providing such support.BIS Rule"
12,3/10/2022,Addition to the List of Countries Excluded from Certain License Requirements under the Export Administration Regulations (EAR),https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr13627,"3/10/2022
87 FR 13627Addition to the List of Countries Excluded from Certain License Requirements under the Export Administration Regulations (EAR), effective March 4, 2022In response to the Russian Federation’s (Russia’s) further invasion of Ukraine, and to protect   U.S. national security and foreign policy interests, the Department of Commerce has added new and highly restrictive license requirements and policies for certain transactions involving Russia and Belarus under the Export Administration Regulations (EAR).  In order to recognize partner countries that have committed to implementing substantially similar new export controls on Russia and Belarus in their domestic laws, the Department of Commerce has published a list of countries excluded from portions of these new U.S. export controls.  These exclusions apply specifically to certain requirements under the EAR related to foreign-produced items.  In this rule, the Department of Commerce adds the Republic of Korea (South Korea) to the list of excluded countries.BIS Rule"
13,3/09/2022,Further Imposition of Sanctions Against Russia with the Addition of Certain Entities to the Entity List,https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr13141,"3/9/2022
87 FR 13141Further Imposition of Sanctions Against Russia with the Addition of Certain Entities to the Entity List, effective March 3, 2022In response to the Russian Federation’s (Russia’s) further invasion of Ukraine on February 24, 2022, the Department of Commerce is amending the Export Administration Regulations (EAR) by adding 91 new entities to the Entity List under the destinations of Belize, Estonia, Kazakhstan, Latvia, Malta, Russia, Singapore, Slovakia, Spain, and United Kingdom with this final rule. These 91 entities have been determined by the U.S. Government to be acting contrary to the foreign policy or national security interests of the United States.BIS notes that this rule is meant to serve as a response to Russian aggression against Ukraine. This rule does include entities in several allied countries, including member of the European Union and North Atlantic Treaty Organization, but is not an action against the countries in which the entities are located or registered or the governments of those countries. This rule only serves as an action against those entities listed, which have assisted the Russian military, contrary to U.S. foreign and national security policy interests.BIS Rule"
14,3/08/2022,Expansion of Sanctions Against the Russian Industry Sector Under the Export Administration Regulations (EAR),https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr12856,"3/8/202287 FR 12856Expansion of Sanctions Against the Russian Industry Sector Under the Export Administration Regulations (EAR), effective March 3, 2022In response to the Russian Federation’s (Russia’s) further invasion of Ukraine, the Department of Commerce is expanding the existing sanctions against the Russian industry sector by adding a new prohibition under the Export Administration Regulations (EAR) that targets the oil refinery sector in Russia. These new export controls will further limit revenue that could support the military capabilities of Russia.BIS Rule"
15,3/08/2022,Imposition of Sanctions Against Belarus Under the Export Administration Regulations (EAR),https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr13048,"3/8/202287 FR 13048Imposition of Sanctions Against Belarus Under the Export Administration Regulations (EAR), effective March 2, 2022In response to Belarus’s substantial enabling of the Russian Federation’s (Russia)’s further invasion of Ukraine, this rule is adding new license requirements and review policies for Belarus to the Export Administration Regulations (EAR) to render Belarus subject to the same sanctions that were imposed on Russia under the EAR effective February 24, 2022.  These new sanctions impose new Commerce Control List (CCL)-based license requirements for Belarus; revise the two foreign “direct product” rules (FDP rules) that are specific to Russia and Russian ‘military end users’ to make them  also applicable to Belarus and Belarusian ‘military end users;’ specify a license review policy of denial applicable to all of the license requirements on Belarus that are being added in this rule, with certain limited exceptions; significantly restrict the use of EAR license exceptions; expand the existing ‘military end use’ and ‘military end user’ control scope to include Belarus for all items “subject to the EAR” other than food and medicine designated EAR99; and add two new Belarusian entities to the Entity List as ‘military end users.’  This rule also imposes a license requirement for nuclear nonproliferation items for exports and reexports to Belarus and removes Belarus from Country Group A:4 under the EAR.  In addition, for Belarus and Russia, this rule amends the availability of License Exceptions AVS and ENC and includes clarifying guidance on the availability of CCD.BIS Rule"
16,3/03/2022,Implementation of Sanctions Against Russia Under the Export Administration Regulations (EAR),https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr12226,"2/24/202287 FR 12226Implementation of Sanctions Against Russia Under the Export Administration Regulations (EAR), effective February 24, 2022In response to the Russian Federation’s (Russia’s) further invasion of Ukraine, with this final rule, the Department of Commerce is adding new Russia license requirements and licensing policies to the Export Administration Regulations (EAR) to protect U.S. national security and foreign policy interests.  These new Russia measures: impose new Commerce Control List (CCL)-based license requirements for Russia; add two new foreign “direct product” rules (FDP rules) specific to Russia and Russian ‘military end users;’ specify a license review policy of denial applicable to all of the license requirements being added in this rule, with certain limited exceptions; significantly restrict the use of EAR license exceptions; expand the existing Russia ‘military end use’ and ‘military end user’ control scope to all items “subject to the EAR” other than food and medicine designated EAR99, or ECCN 5A992.c and 5D992.c unless for Russian “government end users” and Russian state-owned enterprises (SoEs); transfer forty-five Russian entities from the Military End-User (MEU) List to the Entity List with an expanded license requirement of all items subject to the EAR (including foreign-produced items subject to the Russia-MEU FDP rules); and add two new Russia entities and revise two Russia entities to the Entity List.  Lastly, this rule imposes comprehensive export, reexport and transfer (in-country) restrictions for the so-called Donetsk People’s Republic (DNR) and Luhansk People’s Republics (LNR) regions of Ukraine (“Covered Regions   of Ukraine”) and makes conforming revisions to export, reexport transfer (in-country) restrictions for Crimea Region of Ukraine provisions.BIS Rule"
17,2/14/2022,Addition of Certain Entities to the Entity List,https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr8180,"2/14/202287 FR 8180RIN 0694-AI70Addition of Certain Entities to the Entity ListThis final rule amends the Export Administration Regulations (EAR) by adding seven entities under seven entries to the Entity List. These seven entities have been determined by the U.S. Government to be acting contrary to the foreign policy or national security interests of the United States and will be listed on the Entity List under the destinations of the People’s Republic of China (China), Pakistan, and the United Arab Emirates (UAE). This final rule also modifies four existing entries on the Entity List under the destination of China.BIS Rule"
18,2/10/2022,Request for Public Comments on the Section 232 Exclusions Process,https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr7777,"2/10/202287 FR 7777Request for Public Comments on the Section 232 Exclusions ProcessThe Bureau of Industry and Security (BIS) is seeking public comments regarding the Section 232 Exclusions Process. A Presidential Proclamation (Adjusting Imports of Steel into the United States), published on January 3, 2022, directed the Secretary of Commerce to seek public comment on the Section 232 Exclusions Process, including its responsiveness to market demand and enhanced consultation with U.S. firms and labor organizations.BIS Rule"
19,2/08/2022,Revisions to the Unverified List ,https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr7037,Revisions to the Unverified List2/08/202287 FR 7037RIN 0694-AI69The Bureau of Industry and Security (BIS) is amending the Export Administration Regulations by adding thirty-three (33) persons to the Unverified List (UVL).  The thirty-three persons are added to the UVL on the basis that BIS was unable to verify their bona fides because an end-use check could not be completed satisfactorily for reasons outside the U.S. Government’s control. All thirty-three persons added to the UVL in this rule are listed under China.BIS Rule
20,2/03/2022,"Foreign-Direct Product Rules: Organization, Clarification, and Correction ",https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr6022,"2/03/202287 FR 6022Foreign-Direct Product Rules: Organization, Clarification, and CorrectionThis final rule clarifies, reorganizes, and makes minor corrections to the provisions of the foreign-direct product (FDP) rules.  Before this final rule, the FDP rules appeared in parts 736 and 744 of the Export Administration Regulations (EAR); now, the rules are consolidated in part 734 of the EAR.  These revisions clarify the applicability of the FDP rules and make one correction applicable to the FDP rules as to the term “U.S.-origin technology and software.”BIS Rule"
21,1/12/2022,Information Security Controls: Cybersecurity Items; Delay of Effective Date,https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr1670,"1/12/202287 FR 1670Information Security Controls: Cybersecurity Items; Delay of Effective DateOn October 21, 2021, the Bureau of Industry and Security (BIS) published an interim final rule that establishes new controls on certain cybersecurity items for National Security (NS) and Anti-terrorism (AT) reasons, along with a new License Exception, Authorized Cybersecurity Exports (ACE), that authorizes exports of these items to most destinations except in the circumstances described in that rule.  That rule was published with a 45-day comment period, which ended on December 12, 2021, and a 90-day delayed effective date (January 19, 2022). This rule delays the effective date of the interim final rule by 45 days (March 7, 2022).  This action does not extend or reopen the comment period for BIS’s previous request for comments on the interim final rule.BIS Rule"
22,1/6/2022, Export Control Classification Number 0Y521 Series Supplement—Extension of Controls on an Emerging Technology (Software Specially Designed To Automate the Analysis of Geospatial Imagery Classification),https://bis.doc.gov/index.php/federal-register-notices/17-regulations/1963-federal-register-notices-2022#fr729,"1/06/202287 FR 729Export Control Classification Number 0Y521 Series Supplement—Extension of Controls on an Emerging Technology (Software Specially Designed To Automate the Analysis of Geospatial Imagery Classification)On January 6, 2020, the Bureau of Industry and Security (BIS) amended the Export Administration Regulations (EAR) to add Software Specially Designed to Automate the Analysis of Geospatial Imagery to the 0Y521 Temporary Export Control Classification Numbers (ECCN) Series as 0D521. BIS first extended controls on this emerging technology for a second year pursuant to the 0Y521 series extension procedures on January 6, 2021, and in this action extends these controls a second time for an additional year for a total of three years of this control since it was added to the EAR on January 6, 2020.BIS RuleIn response to the Russian Federation’s (Russia) ongoing aggression in Ukraine following its further invasion of the country, as substantially enabled by Belarus, this rule expands license requirements for Russia and Belarus under the Export Administration Regulations (EAR) to all items on the Commerce Control List (CCL). It also removes license exception eligibility for aircraft registered in, owned or controlled by, or under charter or lease by Belarus or a national of Belarus."
