,date,tag,title,link
67,3月31日,法令,輸出統計品目表及び輸入統計品目表を定める等の件の一部を改正する件（令和4年財務省告示第98号）,https://www.customs.go.jp/kaisei/kokuji/2022kokuji/2022kokuji98.pdf
68,3月31日,法令,電子情報処理組織を使用して処理する場合における国税等の徴収関係事務等の取扱いの特例に関する省令及び税関関係法令に係る情報通信技術を活用した行政の推進等に関する省令の一部を改正する省令（令和4年財務省令第12号）,https://www.customs.go.jp/kaisei/shourei.htm
69,3月31日,法令,関税法施行規則の一部を改正する省令（令和４年財務省令第９号）,https://www.customs.go.jp/kaisei/shourei.htm
70,3月31日,その他,通い容器に関する免税手続の簡素化の対象拡大について,https://www.customs.go.jp/zeikan/seido/menzei.pdf
71,3月30日,統計,貿易統計（令和4年3月上旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
72,3月29日,法令,ロシア連邦に対する奢侈品の輸出の禁止措置に伴う税関の対応について,https://www.customs.go.jp/kaisei/zeikantsutatsu/kobetsu/TU-R04z211.pdf
73,3月29日,手続,「通常要すると認められる保険料の額」等について（令和4年度）,https://www.customs.go.jp/koujigaku/koujigaku_index.htm
74,3月28日,その他,種苗法施行令で指定される「加工品」の範囲について（令和４年３月28日財関第203号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu203/index.html
75,3月25日,法令,「関税定率法等の一部を改正する法律案」が参・本会議で可決、成立,https://www.customs.go.jp/news/movement.htm#20220325
76,3月25日,その他,「税関申告WEB」をリリースしました！,https://www.customs.go.jphttps://www.cd-ws.customs.go.jp/#/
77,3月24日,法令,「関税定率法等の一部を改正する法律案」が参・財金委で可決,https://www.customs.go.jp/news/movement.htm#20220324
78,3月22日,その他,RCEP協定のNACCSの原産地証明書識別コードの入力誤りにご注意ください,https://www.customs.go.jp/kyotsu/kokusai/gaiyou/rcep/rcep_codechui.html
79,3月18日,法令,マレーシアに対するRCEP協定の発効について,https://www.customs.go.jp/kyotsu/kokusai/gaiyou/rcep/rcep_20220118.html
80,3月16日,統計,貿易統計（令和4年2月分速報）,https://www.customs.go.jp/toukei/latest/index.htm
81,3月15日,法令,ロシア連邦等に対する輸出の禁止措置に伴う税関の対応について,https://www.customs.go.jp/kaisei/zeikantsutatsu/kobetsu/TU-R04z0153.pdf
82,3月14日,その他,NACCS用品目コード一覧（2022年1月1日）を掲載,https://www.customs.go.jp/tariff/2022_01_01/naccscode2022_1.htm
83,3月14日,その他,NACCS用品目コード一覧（2022年1月1日）を掲載,https://www.customs.go.jp/tariff/2022_01_01/naccscode2022_2.htm
84,3月11日,その他,税関手続き等に関するアンケート調査について（協力依頼）,https://www.customs.go.jp/form/2022/chousa.html
85,3月10日,法令,「関税定率法等の一部を改正する法律案」が衆議院本会議で可決,https://www.customs.go.jp/news/movement.htm#20220310
86,3月10日,その他,関税法基本通達の一部改正について（令和４年３月10日財関第140号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu140/index.html
87,3月10日,その他,銃砲刀剣類所持等取締法の一部を改正する法律の施行に伴うクロスボウの輸入時の取扱いについて（令和４年３月10日財関第139号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu139/index.html
88,3月8日,法令,「関税定率法等の一部を改正する法律案」が衆・財金委で可決,https://www.customs.go.jp/news/movement.htm#20220308
89,3月7日,統計,貿易統計（令和4年2月上中旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
90,3月4日,報道資料,令和３年の税関における知的財産侵害物品の差止状況,https://www.customs.go.jp/news/hodo.htm#20220304
91,2月26日,法令,ウクライナ（「ドネツク人民共和国」（自称）又は「ルハンスク人民共和国」（自称）を原産地とする場合に限る。）からの貨物に対する輸入の禁止措置に伴う税関の対応について,https://www.customs.go.jp/kaisei/zeikantsutatsu/kobetsu/TU-R04z0118.pdf
92,2月25日,統計,貿易統計（令和4年2月上旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
93,2月21日,その他,税関職員の制服に関するアンケートの結果について,https://www.customs.go.jp/form/seihuku/seihuku_kekka.pdf
94,2月17日,統計,貿易統計（令和4年1月分速報）,https://www.customs.go.jp/toukei/latest/index.htm
95,2月16日,報道資料,令和3年の全国の税関における関税法違反事件の取締り状況,https://www.customs.go.jp/news/hodo.htm#20220216
96,2月10日,報道資料,中華人民共和国産高重合度ポリエチレンテレフタレートに対する不当廉売関税の課税期間の延長に関する調査を開始します,https://www.customs.go.jp/news/hodo.htm#20220210
97,2月7日,その他,関税率表解説及び分類例規の一部改正について（令和4年2月7日財関第84号）,https://www.customs.go.jp/kaisei/tsutatsu/2022tsutatsu/2022tsutatsu084/index.html
98,2月7日,統計,貿易統計（令和4年1月上中旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
99,2月1日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_9.pdf
100,2月1日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_10.pdf
101,2月1日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_8.pdf
102,2月1日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_7.pdf
103,2月1日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_6.pdf
104,2月1日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_5.pdf
105,2月1日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_4.pdf
106,2月1日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_3.pdf
107,2月1日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_2.pdf
108,2月1日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220201covid-19_1.pdf
109,2月1日,法令,韓国に対するRCEP協定の発効について,https://www.customs.go.jp/kyotsu/kokusai/gaiyou/rcep/rcep_20211206.html
110,1月31日,その他,函館税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_26.pdf
111,1月31日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_25.pdf
112,1月31日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_24.pdf
113,1月31日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_23.pdf
114,1月31日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_22.pdf
115,1月31日,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_21.pdf
116,1月31日,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_20.pdf
117,1月31日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_18.pdf
118,1月31日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_19.pdf
119,1月31日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_16.pdf
120,1月31日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_17.pdf
121,1月31日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_15.pdf
122,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_14.pdf
123,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_13.pdf
124,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_12.pdf
125,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_11.pdf
126,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_9.pdf
127,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_10.pdf
128,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_8.pdf
129,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_7.pdf
130,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_6.pdf
131,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_5.pdf
132,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_3.pdf
133,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_4.pdf
134,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_1.pdf
135,1月31日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220131covid-19_2.pdf
136,1月28日,法令,関税定率法等の一部を改正する法律案を国会に提出,https://www.customs.go.jp/news/movement.htm#20220128
137,1月28日,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_11.pdf
138,1月28日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_10.pdf
139,1月28日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_9.pdf
140,1月28日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_8.pdf
141,1月28日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_7.pdf
142,1月28日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_6.pdf
143,1月28日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_5.pdf
144,1月28日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_4.pdf
145,1月28日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_3.pdf
146,1月28日,その他,神戸税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_2.pdf
147,1月28日,その他,神戸税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220128covid-19_1.pdf
148,1月28日,統計,貿易統計（令和4年1月上旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
149,1月27日,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_5.pdf
150,1月27日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_6.pdf
151,1月27日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_4.pdf
152,1月27日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_3.pdf
153,1月27日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220127covid-19_1.pdf
154,1月26日,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_6.pdf
155,1月26日,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_7.pdf
156,1月26日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_5.pdf
157,1月26日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_4.pdf
158,1月26日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_3.pdf
159,1月26日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_2.pdf
160,1月26日,その他,神戸税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220126covid-19_1.pdf
161,1月25日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_8.pdf
162,1月25日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_7.pdf
163,1月25日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_6.pdf
164,1月25日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_5.pdf
165,1月25日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_4.pdf
166,1月25日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_3.pdf
167,1月25日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_2.pdf
168,1月25日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220125covid-19_1.pdf
169,1月24日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_9.pdf
170,1月24日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_8.pdf
171,1月24日,その他,大阪税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_7.pdf
172,1月24日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_6.pdf
173,1月24日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_5.pdf
174,1月24日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_4.pdf
175,1月24日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_3.pdf
176,1月24日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_2.pdf
177,1月24日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220124covid-19_1.pdf
178,1月24日,その他,関税・外国為替等審議会 関税分科会（令和3年11月29日開催）議事録,https://www.customs.go.jp/news/hodo.htm#20220124
179,1月21日,その他,函館税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220121covid-19_4.pdf
180,1月21日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220121covid-19_3.pdf
181,1月21日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220121covid-19_2.pdf
182,1月21日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220121covid-19_1.pdf
183,1月20日,その他,HS2022改正ページを更新しました,https://www.customs.go.jp/zeikan/seido/classification/hs2022.html
184,1月20日,報道資料,日・モルドバ税関相互支援協定が署名されました,https://www.customs.go.jp/news/hodo.htm#20220120
185,1月20日,その他,神戸税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220120covid-19.pdf
186,1月20日,統計,貿易統計（令和3年12月分及び令和3年分速報）,https://www.customs.go.jp/toukei/latest/index.htm
187,1月19日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220119covid-19_2.pdf
188,1月19日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220119covid-19_1.pdf
189,1月18日,その他,函館税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220118covid-19.pdf
