,date,link,title,text
689,2013-09-13,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114372&cid=30,"Xử phạt vi phạm hành chính trong lĩnh vực dầu khí, kinh doanh xăng dầu và khí dầu mỏ hóa lỏng","Xử phạt vi phạm hành chính trong lĩnh vực dầu khí, kinh doanh xăng dầu và khí dầu mỏ hóa lỏng
PV13/09/2013 12:00 AM
Ngày 27/8/2013, Chính phủ đã ban hành Nghị định số 97/2013/NĐ-CP quy định xử phạt vi phạm hành chính trong lĩnh vực dầu khí, kinh doanh xăng dầu và khí dầu mỏ hóa lỏng. Nghị định có hiệu lực thi hành từ ngày 10/10/2013.
Hành vi vi phạm hành chính quy định tại Nghị định này bao gồm: (i) Hành vi vi phạm về hoạt động tìm kiếm, thăm dò, khai thác dầu khí; (ii) Hành vi vi phạm quy định về an toàn, an ninh và môi trường trong lĩnh vực dầu khí; (iii) Hành vi vi phạm quy định về chế độ báo cáo, cung cấp thông tin và các quy định khác về quản lý nhà nước trong lĩnh vực dầu khí; (iv) Hành vi vi phạm quy định về điều kiện kinh doanh xăng dầu; (v) Hành vi vi phạm quy định về kinh doanh xăng dầu; (vi) Hành vi vi phạm quy định về điều kiện kinh doanh khí dầu mỏ hóa lỏng (sau đây khí dầu mỏ hóa lỏng gọi tắt là LPG); (vii) Hành vi vi phạm quy định về sản xuất, xuất nhập khẩu, kinh doanh LPG; vi phạm quy định về chai LPG và LPG chai; (viii) Hành vi vi phạm quy định về nạp, cấp LPG; (ix) Hành vi vi phạm quy định về sản xuất, sửa chữa, kiểm định chai LPG.
Những người đang thi hành công vụ, những người có thẩm quyền xử phạt vi phạm hành chính của cơ quan: Ủy ban nhân dân các cấp, Quản lý thị trường, Công an nhân dân, Hải quan, Bộ đội Biên phòng, Cảnh sát biển và Thanh tra chuyên ngành có thẩm quyền kiểm tra, lập biên bản vi phạm hành chính đối với hành vi vi phạm hành chính quy định tại Nghị định này theo chức năng, nhiệm vụ, quyền hạn được giao.
Người có thẩm quyền xử phạt của cơ quan Hải quan có thẩm quyền xử phạt hành chính và áp dụng các biện pháp khắc phục hậu quả đối với hành vi vi phạm hành chính quy định tại Chương III và Chương IV Nghị định này liên quan đến xuất khẩu, nhập khẩu (XNK) hàng hóa trên địa bàn quản lý và chức năng, nhiệm vụ, quyền hạn được giao.
 Đối tượng áp dụng là cá nhân, tổ chức Việt Nam thực hiện hành vi vi phạm hành chính quy định tại Nghị định này; cá nhân, tổ chức nước ngoài thực hiện hành vi vi phạm hành chính quy định tại Nghị định này trên lãnh thổ Việt Nam; những người có thẩm quyền kiểm tra, lập biên bản vi phạm hành chính, áp dụng biện pháp ngăn chặn và bảo đảm xử lý vi phạm hành chính, xử phạt vi phạm hành chính quy định tại Nghị định này; cá nhân, tổ chức khác có liên quan đến việc xử phạt vi phạm hành chính.
Mức phạt tiền đối với các"
688,2013-09-17,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114369&cid=30,"Lãi suất cho vay tín dụng xuất khẩu của Nhà nước bằng đồng Việt Nam còn 8,7%/năm","Lãi suất cho vay tín dụng xuất khẩu của Nhà nước bằng đồng Việt Nam còn 8,7%/năm
PV17/09/2013 12:00 AM
Bộ Tài chính vừa ban hành Thông tư số 126/2013/TT-BTC sửa đổi Thông tư số 77/2013/TT-BTC ngày 04/6/2013, trong đó quy định lãi suất cho vay tín dụng đầu tư, tín dụng xuất khẩu của Nhà nước và mức chênh lệch lãi suất được tính hỗ trợ sau đầu tư.
Theo đó, từ ngày 03/9/2013 lãi suất cho vay tín dụng xuất khẩu của Nhà nước bằng đồng Việt Nam là 8,7%/năm thay vì 9,3%/năm.
Trước đó, tại Thông tư số 77/2013/TT-BTC ngày 04/6/2013 của Bộ Tài chính, lãi suất cho vay tín dụng xuất khẩu của Nhà nước bằng đồng Việt Nam là 9,3%/năm; lãi suất cho vay tín dụng đầu tư của Nhà nước bằng đồng Việt Nam là 11,4%/năm; mức chênh lệch lãi suất được tính hỗ trợ sau đầu tư đối với dự án vay vốn bằng đồng Việt Nam là 2,4%/năm.
Như vậy chỉ sau 3 tháng, lãi suất cho vay tín dụng xuất khẩu của Nhà nước bằng đồng Việt Nam đã giảm 0,6%. Đây là tín hiệu vui cho khối doanh nghiệp xuất khẩu có thêm nguồn vốn để thúc đẩy sản xuất kinh doanh hàng hóa xuất khẩu.
 "
687,2013-09-17,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114370&cid=30,Thuế xuất khẩu các mặt hàng than còn 10%,"Thuế xuất khẩu các mặt hàng than còn 10%
PV17/09/2013 12:00 AM
Bộ Tài chính vừa ban hành Thông tư số 124/2013/TT-BTC sửa đổi mức thuế xuất khẩu đối với các mặt hàng than thuộc nhóm 27.01 tại Biểu thuế xuất khẩu.
Theo đó, từ ngày 01/9/2013 sửa đổi mức thuế suất thuế xuất khẩu đối với các mặt hàng than thuộc nhóm 27.01 có mô tả hàng hóa: Than đá; than bánh, than quả bàng và nhiên liệu rắn tương tự sản xuất từ than đá tại Biểu thuế xuất khẩu tại Thông tư số 71/2013/TT-BTC ngày 23/5/2013 của Bộ Tài chính thành mức thuế xuất khẩu mới là 10%.
Trước đó, ngày 23/5/2013, Bộ Tài chính đã có Thông tư số 71/2013/TT-BTC sửa đổi mức thuế xuất khẩu đối với các mặt hàng than thuộc nhóm 27.01 có mô tả hàng hóa Than đá; than bánh, than quả bàng và nhiên liệu rắn tương tự sản xuất từ than đá. Theo Thông tư 71/2013/TT-BTC, mức thuế xuất khẩu của các mặt hàng này là 13%."
686,2013-09-17,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114368&cid=30,Hướng dẫn ghi thông tin người ủy quyền trên C/O mẫu E,"Hướng dẫn ghi thông tin người ủy quyền trên C/O mẫu E
PV17/09/2013 12:00 AM
Mới đây, Tổng cục Hải quan có văn bản hướng dẫn Cục Hải quan các tỉnh, thành phố cách ghi thông tin người ủy quyền trên giấy chứng nhận xuất xứ ưu đãi cho hàng hóa Việt Nam xuất khẩu sang Trung Quốc (C/O mẫu E).
Nội dung kê khai C/O mẫu E phải phù hợp với tờ khai hải quan đã làm thủ tục hải quan và các chứng từ khác như vận đơn, hóa đơn thương mại và biên bản kiểm tra xuất xứ của tổ chức giám định hàng hóa xuất nhập khẩu (trong trường hợp có yêu cầu kiểm tra).
Nội dung kê khai tại ô số 1: Ghi tên giao dịch của người xuất khẩu, địa chỉ, tên quốc gia xuất khẩu (Việt Nam).
Theo hướng dẫn của Bộ Công Thương tại công văn số 343/XNK-XXHH ngày 12/8/2013 thì người đứng tên ô số 1 của C/O mẫu E là người xuất khẩu, đồng thời là tên người phát hành hóa đơn trừ trường hợp hóa đơn do bên thứ ba phát hành.
Trường hợp tại ô số 1 trên C/O mẫu E thể hiện người ủy quyền mà không phải là tên người xuất khẩu và không thuộc trường hợp có hóa đơn do bên thứ ba, C/O mẫu E đó không hợp lệ để hưởng ưu đãi theo Hiệp định ACFTA (Hiệp định khung về hợp tác kinh tế toàn diện giữa Hiệp hội các quốc gia Đông Nam Á - ASEAN và Cộng hòa Nhân dân Trung Hoa).
Về C/O mẫu E được cấp trong trường hợp có hóa đơn do bên thứ ba, đề nghị thực hiện theo công văn số 2076/TCHQ-GSQL ngày 07/6/2011 và công văn số 573/GSQL-TH ngày 13/12/2011."
685,2013-09-18,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114363&cid=30,"Quy định tạm nhập khẩu, tái xuất khẩu, chuyển nhượng xe ngoại giao","Quy định tạm nhập khẩu, tái xuất khẩu, chuyển nhượng xe ngoại giao
PV18/09/2013 12:00 AM
Ngày 13/9/2013, Thủ tướng Chính phủ đã ban hành Quyết định số 53/2013/QĐ-TTg về việc tạm nhập khẩu, tái xuất khẩu, tiêu hủy, chuyển nhượng đối với xe ô tô, xe hai bánh gắn máy của đối tượng được hưởng quyền ưu đãi, miễn trừ tại Việt Nam.
Điều kiện tạm nhập
Theo đó, đối tượng được hưởng quyền ưu đãi, miễn trừ bao gồm: Cơ quan đại diện ngoại giao, cơ quan lãnh sự và cơ quan đại diện của tổ chức quốc tế có trụ sở tại Việt Nam (đối tượng 1); viên chức ngoại giao thuộc cơ quan đại diện ngoại giao, viên chức lãnh sự thuộc cơ quan lãnh sự, viên chức thuộc cơ quan đại diện của tổ chức quốc tế có trụ sở tại Việt Nam được hưởng quyền ưu đãi, miễn trừ theo các điều ước quốc tế mà Việt Nam ký kết hoặc gia nhập (đối tượng 2); nhân viên hành chính kỹ thuật thuộc cơ quan đại diện ngoại giao và cơ quan lãnh sự được hưởng quyền ưu đãi, miễn trừ trên nguyên tắc có đi có lại giữa nhà nước Việt Nam và nước cử; nhân viên thuộc cơ quan đại diện của tổ chức quốc tế có trụ sở tại Việt Nam được hưởng quyền ưu đãi, miễn trừ theo các điều ước quốc tế mà Việt Nam ký kết hoặc gia nhập (đối tượng 3); các loại xe ô tô, xe hai bánh gắn máy được quyền ưu đãi, miễn trừ nhằm phục vụ nhu cầu công tác, sinh hoạt của các đối tượng trên.
Quyết định đã quy định cụ thể chủng loại, định lượng đối với xe ô tô, xe gắn máy được tạm nhập khẩu miễn thuế. Cụ thể:
Đối tượng 1, nếu cơ quan 5 người trở xuống được tạm nhập khẩu miễn thuế tối đa 3 ô tô và 2 xe máy. Cứ thêm 3 người thì được thêm 1 chiếc ô tô và 1 xe máy. Khi có nhu cầu hợp lý, có thể báo cáo Thủ tướng Chính phủ xem xét tạm nhập khẩu miễn thuế xe ô tô, xe gắn máy vượt định lượng quy định.
Đối tượng 2 được tạm nhập khẩu miễn thuế 1 xe ô tô (riêng người đứng đầu cơ quan đại diện ngoại giao được tạm nhập khẩu miễn thuế 2 ô tô), và 1 xe gắn máy nếu thỏa mãn điều kiện có thời gian công tác tại cơ quan đó 18 tháng trở lên và còn thời gian công tác tại Việt Nam tối thiểu từ 12 tháng trở lên.
Đối tượng 3 được tạm nhập khẩu miễn thuế 1 xe ô tô, 1 xe gắn máy nếu thỏa mãn điều kiện có thời gian công tác tại cơ quan đó 12 tháng trở lên và thời gian công tác tại Việt Nam tối thiểu từ 9 tháng trở lên.
Các đối tượng trên khi tạm nhập khẩu xe ô tô đã qua sử dụng phải tuân thủ quy định về nhập khẩu xe ô tô đã qua sử dụng quy định tại Nghị định số 12/2006/NĐ-CP ngày 23/01/2006 của C"
684,2013-09-18,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114362&cid=30,Thống nhất thực hiện trường hợp quá thời hạn lưu giữ của hàng tạm nhập tái xuất và gửi kho ngoại quan,"Thống nhất thực hiện trường hợp quá thời hạn lưu giữ của hàng tạm nhập tái xuất và gửi kho ngoại quan
PV18/09/2013 12:00 AM
Để thống nhất thực hiện các hoạt động kiểm tra, giám sát và thủ tục hải quan đối với hàng hóa kinh doanh tạm nhập tái xuất, chuyển khẩu và gửi kho ngoại quan, ngày 17/9/2013, Tổng cục Hải quan đã hướng dẫn Cục Hải quan các tỉnh thành phố xử lý một số vướng mắc khi thực hiện Thông tư số 59/2013/TT-BTC ngày 08/5/2013 của Bộ Tài chính.
Cụ thể như sau:
- Về việc sử dụng 03 biên bản bàn giao theo quy định tại khoản 7 Điều 10, Tổng cục Hải quan đề nghị Chi cục Hải quan cửa khẩu tạm nhập lưu 01 biên bản bàn giao vào hồ sơ để theo dõi và giao 02 biên bản cho người khai hải quan kèm bộ hồ sơ hải quan để chuyển đến cửa khẩu xuất.
Khi hàng hóa đã được thương nhân tập kết đầy đủ tại cửa khẩu xuất, Chi cục Hải quan cửa khẩu tái xuất kiểm tra, đối chiếu tình trạng niêm phong hải quan, xác nhận thông tin và trình lãnh đạo Chi cục ký, đóng dấu xác nhận bên cạnh chữ ký và dấu của công chức thừa hành trên 02 biên bản bàn giao.
Chi cục Hải quan cửa khẩu xuất lưu 01 biên bản vào hồ sơ,  fax cho Chi Cục tạm nhập 01 biên bản bàn giao để biết và giao cho người khai hải quan 01 biên bản bàn giao đã xác nhận để nộp cho Chi cục Hải quan cửa khẩu tạm nhập để thanh khoản hồ sơ.
- Việc xử lý hàng hóa kinh doanh tạm nhập tái xuất tồn đọng quá thời hạn lưu giữ tại Việt Nam:
Hết thời hạn hàng hóa được phép lưu giữ tại Việt Nam, Chi cục Hải quan cửa khẩu tạm nhập thông báo cho Chi cục Hải quan cửa khẩu tái xuất biết và nắm thông tin về tình trạng hàng hóa.
Trường hợp hàng hóa chưa xuất hoặc chưa xuất hết thì Chi cục Hải quan cửa khẩu tạm nhập chủ trì để tiếp nhận hàng hóa đã quá thời hạn lưu giữ tại Việt Nam và thực hiện thủ tục tái xuất hàng hóa qua cửa khẩu tạm nhập hoặc tịch thu, tiêu hủy theo quy định.
Thời gian vận chuyển hàng hóa từ cửa khẩu tái xuất đến cửa khẩu tạm nhập không quá 05 ngày. Trường hợp quá thời hạn 15 ngày kể từ ngày hết thời hạn lưu giữ mà doanh nghiệp không đưa hàng về cửa khẩu tạm nhập để tái xuất thì Chi Cục Hải quan cửa khẩu tái xuất thực hiện tịch thu, xử lý theo quy định của pháp luật và thông báo cho Chi cục Hải quan cửa khẩu tạm nhập. Văn bản quy định cụ thể trách nhiệm của Chi cục Hải quan cửa khẩu tạm nhập và Chi cục Hải quan cửa khẩu tạm xuất, Đội Kiểm soát hải quan…
- Trường hợp quá thời hạn gửi kho ngoại quan (kể cả thời gian gian hạn): Đối với hàng hóa quá thời giạn gửi kho ngoại quan, trong vòng 15 ngày kể từ ngày hết hạn gửi kho, doanh nghiệp phải tái xuất ra khỏi Việt Nam qua cửa khẩu tạm nhập, không được phép tái xuất qua cửa khẩu khác cửa khẩu tạm nhập. Hàng hóa không tái xuất sẽ bị tịch thu và"
683,2013-09-20,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114356&cid=30,Không miễn thuế nhập khẩu xe buýt chạy bằng khí CNG tại Bình Dương,"Không miễn thuế nhập khẩu xe buýt chạy bằng khí CNG tại Bình Dương
PV20/09/2013 12:00 AM
Bộ Tài chính vừa có văn bản 12515/BTC-CST ngày 19/9/2013 trả lời kiến nghị của Ủy ban nhân dân tỉnh Bình Dương về việc miễn thuế nhập khẩu xe buýt chạy bằng khí CNG (khí nén thiên nhiên) phục vụ triển khai đề án giao thông công cộng thành phố mới tại địa phương này. Theo đó, không miễn thuế nhập khẩu loại xe buýt chạy bằng khí CNG.
Trước đó, UBND tỉnh Bình Dương có công văn số 2371/UBND-KTN ngày 14/8/2013 gửi Thủ tướng Chính phủ và Bộ Tài chính đề nghị miễn thuế nhập khẩu (NK) với xe buýt chạy khí CNG để phục vụ triển khai đề án giao thông công cộng thành phố mới Bình Dương bằng phương tiện giao thông mới.
Nội dung chính của đề án là nghiên cứu xây dựng 3 tuyến xe buýt hiện đại theo công nghệ Nhật Bản, sử dụng xe chạy bằng khí CNG thân thiện với môi trường nhằm kết nối thành phố mới Bình Dương với các trung tâm đô thị như thành phố Thủ Dầu Một, thị xã Thuận An, thị xã Dĩ An và thành phố Hồ Chí Minh.
Để góp phần giảm chi phí đầu tư ban đầu, UBND tỉnh Bình Dương trình Thủ tướng Chính phủ, Bộ Tài chính xem xét, chấp thuận miễn thuế NK với 36 xe buýt chạy khí CNG phục vụ đề án nói trên.
Được Thủ tướng giao xem xét, xử lý, Bộ Tài chính cho biết, theo quy định hiện hành, mặt hàng xe buýt chạy bằng khí CNG thuộc nhóm 87.02, có thuế suất thuế NK ưu đãi hiện hành là 70%, thuế NK theo các hiệp định thương mại tự do (FTA) là: Asean - Nhật Bản: 5%, Asean Việt Nam - Nhật Bản: 5%, Hiệp định Thương mại hàng hóa Asean (ATIGA): 60%.
Pháp luật về thuế XK, thuế NK hiện hành chỉ quy định việc miễn thuế NK đối với phương tiện vận tải chuyên dùng trong dây chuyền công nghệ trong nước chưa sản xuất được, được NK để tạo tài sản cố định cho các dự án khuyến khích đầu tư. Theo đó, số xe buýt NK chạy khí CNG nói trên không thuộc diện được miễn thuế NK.
Theo quy định tại khoản 11, Điều 16 Luật Thuế XNK “Các trường hợp cụ thể khác do Thủ tướng Chính phủ quyết định” thì Thủ tướng Chính phủ có thẩm quyền xem xét miễn thuế NK đối với trường hợp này.
Tuy nhiên, theo Bộ Tài chính, đề nghị miễn thuế NK 36 xe buýt chạy bằng khí CNG của UBND tỉnh Bình Dương là chưa hợp lý, vì: Xe buýt trên 30 chỗ là chủng loại xe trong nước đã sản xuất được, bởi năng lực và tỷ lệ nội địa hóa cao. Xe buýt chạy bằng khí CNG chỉ khác chủng loại xe buýt thông thường ở động cơ CNG. Trong năm 2012, theo đề nghị của Bộ Giao thông vận tải, Thủ tướng Chính phủ đã cho phép miễn thuế NK đối với linh kiện, phụ tùng NK để sản xuất, lắp ráp xe buýt trong nước chưa sản xuất được tại 2 thành phố Hà Nội và Hồ Chí Minh giai đoạn 2012-2015. Ngay sau đó, Bộ Tài chính đã có Thông tư số 185/2012/TT-BTC ngày 30/10/2012 hướng dẫn thực hiện.
Mặt khác, Bộ Tài chính cũng cho rằng, việc miễn thuế NK cho 30 xe buýt chạy"
682,2013-09-30,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114333&cid=30,Nhiều quy định mới về thủ tục hải quan áp dụng từ 01/11/2013,"Nhiều quy định mới về thủ tục hải quan áp dụng từ 01/11/2013
PV30/09/2013 12:00 AM
Tổng cục Hải quan vừa tổ chức hội nghị giới thiệu nội dung Thông tư số 128/2013/TT-BTC ngày 10/9/2013 của Bộ Tài chính, thay thế Thông tư số 194/2010/TT-BTC. Thông tư này có hiệu lực vào ngày 01/11/2013 tới đây với nhiều thay đổi về thủ tục hải quan.
Hội nghị diễn ra trong 2 ngày 30/9 và 01/10/2013, bao gồm các đơn vị thuộc Tổng cục Hải quan và các Cục Hải quan tỉnh, thành phố từ Thừa Thiên - Huế trở ra. Ngoài việc phổ biến về Thông tư số 128/2013/TT-BTC (Thông tư số 128), hội nghị còn tập huấn về Luật Quản lý thuế sửa đổi, bổ sung và Nghị định số 83/2013/NĐ-CP của Chính phủ.
Phát biểu chỉ đạo hội nghị, Phó Tổng cục trưởng (PTCT) Vũ Ngọc Anh khẳng định sự cần thiết phải sửa đổi Thông tư số 194/2010/TT-BTC (Thông tư số 194). Qua 2 năm thực hiện, Thông tư số 194 bộc lộ nhiều điểm không còn phù hợp với thực tế công tác quản lý hải quan. Bên cạnh đó, sau khi Thông tư 194 được ban hành, nhiều văn bản Luật và Nghị định liên quan đến lĩnh vực thuế và hải quan đã được ban hành nhưng chưa có văn bản hướng dẫn thực hiện. Chính vì vậy, sự ra đời của Thông tư số 128 là rất cần thiết.
PTCT chỉ rõ, Thông tư số 128 đã pháp lý hóa những hướng dẫn cá biệt hướng dẫn thực hiện Thông tư số 194, tháo gỡ vướng mắc phát sinh trong thực tế, khắc phục những hạn chế và tồn tại trong công tác quản lý hải quan và đáp ứng yêu cầu cải cách thủ tục hành chính, dần đi đến thống nhất giữa thủ tục hải quan truyền thống và điện tử.
Chính vì vậy, PTCT yêu cầu các cán bộ trong ngành nghiêm túc nghiên cứu Thông tư số 128 để thực hiện đúng, hướng dẫn và tạo thuận lợi cho doanh nghiệp (DN) trên địa bàn. Qua quá trình thực hiện, tiếp tục phát hiện những vướng mắc, thực tế nảy sinh để Thông tư đi vào đời sống một cách hiệu quả.

            Thông tư số 128/2013/TT-BTC có nhiều quy định mới về thủ tục hải quan. (Trong ảnh: Cán bộ CCHQ Cảng Đà Nẵng kiểm tra hàng hóa).
Tại hội nghị, đại diện Cục Giám sát quản lý về Hải quan đã giới thiệu bố cục của Thông tư số 128, những điểm mới trong nội dung Thông tư này so với Thông tư số 194.
Thông tư 128 có nhiều điểm thay đổi về thủ tục hải quan; kiểm tra, giám sát hải quan đối với hàng hóa xuất khẩu, nhập khẩu như: Vấn đề khai hải quan; sửa chữa tờ khai, khai bổ sung hồ sơ hải quan; đồng tiền nộp thuế; thông quan hàng hóa; thanh khoản hàng nhập sản xuất xuất khẩu; bổ sung điều kiện thành lập và quản lý kho ngoại quan; thủ tục xét miễn thuế đối với DN ưu tiên…
Thông tư cũng bổ sung thêm những hướng dẫn về thủ tục hải quan, giá"
681,2013-10-01,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114324&cid=30,"Quy định mới về thủ tục hải quan: Thuận lợi, chặt chẽ","Quy định mới về thủ tục hải quan: Thuận lợi, chặt chẽ
PV01/10/2013 12:00 AM
Thông tư số 128/2013/TT-BTC ngày 10/9/2013 của Bộ Tài chính có hiệu lực từ ngày 01/11/2013 tới đây với nhiều thay đổi về thủ tục hải quan. Trong đó những thay đổi về khai hải quan; sửa chữa tờ khai, khai bổ sung hồ sơ hải quan; lưu mẫu hàng hóa phục vụ phân tích, giám định; thông quan hàng hóa... đều theo hướng đơn giản hóa, quản lý chặt chẽ mà vẫn tạo thuận lợi cho doanh nghiệp (DN).
Khai, sửa chữa, đăng ký tờ khai hải quan
Khoản 8, 9 Điều 11 Thông tư số 128/2013/TT-BTC (Thông tư số 128) tương ứng với Điều 10 Thông tư số 194/2010/TT-BTC (Thông tư số 194) có thay đổi cơ bản về việc khai hải quan đối với hàng hóa “xuất khẩu, nhập khẩu kê khai thuộc đối tượng không chịu thuế xuất khẩu, thuế nhập khẩu, thuế tiêu thụ đặc biệt, thuế giá trị gia tăng, thuế bảo vệ môi trường hoặc miễn thuế, xét miễn thuế xuất khẩu, thuế nhập khẩu hoặc áp dụng thuế suất ưu đãi, ưu đãi đặc biệt, mức thuế theo hạn ngạch thuế quan và đã được xử lý theo kê khai nhưng sau đó có thay đổi về đối tượng không chịu thuế hoặc mục đích được miễn thuế, xét miễn thuế, áp dụng thuế suất ưu đãi, ưu đãi đặc biệt, mức thuế theo hạn ngạch thuế quan; hàng hóa là nguyên liệu, vật tư nhập khẩu để sản xuất hàng hoá xuất khẩu và hàng hóa tạm nhập - tái xuất chuyển tiêu thụ nội địa”.
Cụ thể, Thông tư số 194 quy định với những trường hợp này không mở tờ khai mới mà sử dụng bản kê. Còn tại Thông tư số 128 thì quy định phải “mở tờ khai mới, đáp ứng một số điều kiện nhất định và được cơ quan hải quan đồng ý”.
Về hồ sơ hải quan, Thông tư số 128 đơn giản hóa rất nhiều so với quy định cũ. Cụ thể, trước kia DN phải nộp bản chính cho một số giấy tờ như hóa đơn, bảng kê chi tiết… gây nhiều vướng mắc khi áp dụng trong thực tiễn. Nhưng nay, DN chỉ phải nộp bản chụp đối với hóa đơn, bảng kê chi tiết… và chịu trách nhiệm với khai báo của mình.
Khi nhập khẩu các loại hàng hoá: xuất nhập khẩu qua biên giới theo quy định của Thủ tướng Chính phủ về việc quản lý hoạt động thương mại biên giới với các nước có chung biên giới; hàng hoá mua bán giữa khu phi thuế quan và nội địa; hàng hóa nhập khẩu do người nhập cảnh mang theo đường hành lý, thủ tục cũng đơn giản hơn, do người khai khai hải quan không phải nộp vận đơn n"
680,2013-10-01,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114322&cid=30,Bãi bỏ nhiều quy định trong lĩnh vực hải quan,"Bãi bỏ nhiều quy định trong lĩnh vực hải quan
PV01/10/2013 12:00 AM
Thông tư số 128/2013/TT-BTC ngày 10/9/2013 của Bộ Tài chính có hiệu lực thi hành vào ngày 01/11/2013, đồng thời bãi bỏ một loạt quy định trước đây liên quan đến lĩnh vực hải quan.
Theo đó, bãi bỏ các quy định dưới đây:
+ Thông tư số 194/2010/TT-BTC ngày 06/12/2010;
+ Thông tư số 92/2010/TT-BTC ngày 17/06/2010;
+ Thông tư số 106/2005/TT-BTC ngày 05/12/2005;
+ Thông tư số 128/2010/TT-BTC ngày 26/08/2010;
+ Thông tư số 01/2012/TT-BTC ngày 03/01/2012;
+ Mục 2 Chương II, Chương III Thông tư số 49/2010/TT-BTC ngày 12/4/2010;
+ Điểm c khoản 3 Điều 2 Thông tư số 193/2012/TT-BTC ngày 15/11/2012;
+ Quy định về thời hạn nộp thuế tại khoản 2 Điều 4, khoản 1 Điều 11, điểm 1.2.5.4 và điểm 1.2.6 khoản 1 Điều 14 Thông tư số 205/2010/TT-BTC ngày 15/12/2010;
+ Quy định về thời hạn nộp thuế dầu thô xuất khẩu tại khoản 2 Điều 10 Thông tư 32/2009/TT-BTC ngày 19/02/2009;
+ Điều 12 Thông tư số 155/2011/TT-BTC ngày 11/11/2011;
+ Và các nội dung hướng dẫn về"
679,2013-10-02,https://www.customs.gov.vn//index.jsp?pageId=2&aid=114319&cid=30,Hướng dẫn về thời hạn nộp thuế và bảo lãnh thuế,"Hướng dẫn về thời hạn nộp thuế và bảo lãnh thuế
PV02/10/2013 12:00 AM
Thông tư số 128/2013/TT-BTC hướng dẫn cụ thể quy định để doanh nghiệp (DN) được hưởng ân hạn thuế đối với hàng hóa xuất nhập khẩu (XNK) và điều kiện để được bảo lãnh số tiền thuế phải nộp.
Theo Điều 20 Thông tư số 128/2013/TT-BTC (Thông tư số 128), đối với hàng hóa nhập khẩu (NK) là nguyên liệu, vật tư để sản xuất hàng xuất khẩu (SXXK), để được áp dụng thời hạn nộp thuế 275 ngày, kể từ ngày đăng ký tờ khai hải quan, người nộp thuế phải đáp ứng đủ các điều kiện sau:
+ Phải có cơ sở sản xuất thuộc sở hữu của người nộp thuế, không phải cơ sở đi thuê trên lãnh thổ Việt Nam phù hợp với nguyên liệu, vật tư NK để sản xuất hàng hóa xuất khẩu;
+ Có hoạt động XK, NK trong thời gian ít nhất 02 năm liên tục tính đến ngày đăng ký tờ khai hải quan cho lô hàng nguyên liệu, vật tư NK để sản xuất hàng hóa xuất khẩu và trong 02 năm đó được cơ quan Hải quan xác định là không bị xử lý về hành vi buôn lậu, vận chuyển trái phép hàng hóa qua biên giới và không bị xử lý về hành vi trốn thuế, gian lận thương mại.
+ Không nợ tiền thuế quá hạn, tiền chậm nộp, tiền phạt đối với hàng hóa XK, NK tại thời điểm đăng ký tờ khai.
+ Không bị cơ quan quản lý nhà nước có thẩm quyền xử phạt vi phạm trong lĩnh vực kế toán trong 02 năm liên tục tính từ ngày đăng ký tờ khai hải quan trở về trước.
+ Phải thực hiện thanh toán qua ngân hàng đối với nguyên liệu, vật tư nhập khẩu để SXXK.
Trường hợp không đáp ứng đủ các điều kiện trên, nhưng được tổ chức tín dụng bảo lãnh số thuế phải nộp thì vẫn được áp dụng thời hạn nộp thuế tối đa không quá 275 ngày và không phải nộp tiền chậm nộp trong thời hạn bảo lãnh.
Theo quy định tại Điều 21 Thông tư số 128, cơ quan Hải quan chấp nhận áp dụng bảo lãnh nếu người nộp thuế đáp ứng đầy đủ các điều kiện sau:
+ Có vốn chủ sở hữu 10 tỷ đồng trở lên (theo báo cáo tài chính của năm trước liền kề năm đăng ký tờ khai hải quan), có hoạt động xuất khẩu, nhập khẩu tối thiểu 365 ngày tính đến ngày đăng ký tờ khai hải quan cho lô hàng XK, NK.
Trong thời gian 365 ngày trở về trước, kể từ ngày đăng ký tờ khai hải quan cho lô hàng XK, NK được cơ quan Hải quan xác định là không có trong danh sách đã bị xử lý về hành vi buôn lậu, vận chuyển trái phép hàng hoá qua biên giới của cơ quan hải quan; không có trong danh sách đã bị xử lý về hành vi trốn thuế, gian lận thuế của cơ quan hải quan; không quá 02 lần bị xử lý về các hành vi vi phạm khác về hải quan (bao gồm cả hành vi khai sai dẫn đến thiếu số tiền thuế phải nộp hoặc tăng số tiền thuế được miễn, giảm, hoàn, không thu) với mức phạt tiền vượt thẩm quyền của Chi cục trưởng C"
