date,link,title,text
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-50.pdf,Section 77G depots providing cargo terminal operator services from off-airport sites,"Australian Customs Notice 1998 50

SECTION 77G DEPOTS PROVIDING CARGO TERMINAL

OPERATOR SERVICES FROM OFF-AIRPORT SITES

This Notice outlines the conditions under which Customs will consider applications from those Section 77G depot
applicants who are intending to provide cargo terminal operator (CTO) services from off-airport sites.

Currently, both on-airport CTO service providers and off-airport depot operators are licensed to deliver specific
cargo services in accordance with Section 77G of the Customs Act 1901.

For the purposes of this Notice, off-airport CTO services are those activities delivered on behalf of an airline in
accordance with the terms of a contract and which include the specific regulatory responsibilities of report,
breakdown, check-in, underbond movement and acquittal of imported cargo.

It should be noted that a number of other services such as ramp, refuelling, and baggage handling which are
generally provided by on-airport CTO service providers, are not regarded as material when considering the merits
of an application to provide CTO services from an off-airport site.

Supplementary conditions governing the delivery of CTO services from an off-airport depot site

An applicant seeking to provide CTO services from an off-airport site must firstly meet the requirements for grant
of a Section 77G depot licence, and secondly demonstrate a capacity to meet and maintain a range of
supplementary conditions, specified in accordance with Section 77Q.

The supplementary conditions apply only to depot applicants who are seeking the authority to provide CTO
services from off-airport sites. The supplementary conditions are:

1. the applicant must be a person, company or partnership that is a licensed Section 77G depot operator or is

simultaneously applying for a Section 77G licence;

2. the applicant must be in a position to occupy and control the intended premises of operation;

3. the applicant must hold a current contract with an international airline to provide CTO services at the airport of
application [shared contractual arrangements may be considered, however in the case of freighters it must be
demonstrated that at a minimum an entire fortnightly flight will be serviced by the applicant and in the case of
below deck freight on passenger aircraft, that at least one entire weekly flight will be serviced];

4. the applicant must ensure that all cargo discharged at a port is reported at the master air way-bill level prior to

transport from the airport, the report must be transmitted to Customs via the air cargo automation system
(ACA);

5. the applicant must have in place, contingency arrangements to facilitate ACA cargo reporting and status

acceptance in cases of systems failure; and

6. if the applicant is granted ramp access by the owner of the airport, then the applicant must have in place a

procedure which ensures that the condition and quantity [pallets and loose pieces] of cargo is established and
that an accountable record is made [air side], prior to immediate and direct transportation of the cargo to the
licensed premise; or

7. if the applicant is not granted ramp access by the owner of the airport, but has the capacity to take charge of
cargo across existing roller beds or via a dedicated by-pass facility, then the applicant must have in place a
procedure which ensures that the condition and quantity [pallets and loose pieces] of cargo is established and
that an accountable record is made [land side], prior to immediate and direct transportation of the cargo to the
licensed premise.

In addition to the requirements of a Section 77G licence and the above supplementary conditions, an applicant
must also provide Customs with an outline of the applications context [eg. an interim proposal prior to moving
operations air side], a detailed description of the proposed cargo movement process and a declaration of all third
party service providers who will have access to the cargo [eg. ramp handlers, land side transport providers].

 
 
 
 
 
 
 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-51.pdf,Anti-dumping and countervailing measures - status report as at 31 August 1998,"Australian Customs Notice 1998 51

ANTI-DUMPING AND COUNTERVAILING MEASURES - STATUS REPORT AS AT 31 AUGUST 1998

This Notice updates Australian Customs Dumping Notice No. 98/045 which advised the status of measures as at 31 July 1998. Inquiries concerning these commodities may be directed
to the contact officers nominated, at Customs on telephone no. (02) 6275 6666 or at the Anti-Dumping Authority on telephone no. (02) 6213 6760.

NEW INVESTIGATIONS BY CUSTOMS

ACDN Commodity

Tariff
Classification

Country of Export

Initiation
Date

Securities
Imposed

Statement of
Essential Facts

Report
Due

ACS Contact
Officer

98/039 CarpetBacking, Woven Polypropylene

5407.20.00/69

Primary Fabric

Belgium Columbia Saudi
Arabia UK USA

09/07/98

To be advised

27/10/98

11/12/98 B. Henry L.

Nock

98/048 Polystyrene, Expandable (EPS)

3903.11.00/12

98/050 Paper, Uncoated White Cut Ream

Copy

4823.59.00/05
&lt;
4802.52.00&gt;

Taiwan
Thailand

Finland

FINAL FINDING INQUIRIES BY THE ANTI-DUMPING AUTHORITY (ADA)

13/08/98

To be advised

01/12/98

15/01/99 R.Cork

26/08/98

To be advised

14/12/98

28/01/99 P.Wheelahan

Commodity

Tariff
Classification

Country of Export

Provisional Measures
(Securities)

Date referred
to ADA

Date Due

ADA Contact
Officer

Polystyrene Resin (General Purpose and
Impact Modified)

3903.19.00/13
3903.90.00/16

Hong Kong South Korea
Singapore Taiwan

yes "" "" ""

30/03/98

Report to Minister
20/07/98

P. Evans

Polymeric Plasticisers

3907.99.90/24
3907.60.00/19

UK

yes (3907.60 only)

07/07/98

26/10/98

P. Evans

Certain Wound Closure Strips

3005.10.00/23

France Germany USA

Yes

21/07/98

09/11/98

J. Salvage

INITIATED UNDER SUB SECTION 9(2) OF THE ADA ACT 1988

Commodity

Tariff
classification

Country of
export

Date
initiated

Date due

ADA contact
officer

Paper, Coated Woodfree, in sheets - A3 quality and coated paper between 75
and 90gsm

4810.11.90/28

Austria
Belgium
Finland
France

04/03/98

Report to Minister
15/07/98

M. Bosak

 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-51-a.pdf,Declarations under subsection 132b(1) of the Customs Act 1901 and subsection 59a(1) of the Excise Act 1901 - tobacco products,"Australian Customs Notice 1998 51 A

DECLARATIONS UNDER SUBSECTION 132B(1) OF THE

CUSTOMS ACT 1901 AND SUBSECTION 59A(1) OF THE

EXCISE ACT 1901 - TOBACCO PRODUCTS

The Chief Executive Officer has decided to exercise his power under Section 59A of the Excise Act 1901 and
Section 132B of the Customs Act 1901 to allow quotas to be imposed on the entry into home consumption of
tobacco products during a declared period prior to excise and customs duty anticipated rate increases in August
1998. Attached is a copy of the Gazette notices setting out the declared periods and the base periods. The
notices set out the particular goods which are affected.

The effect of the arrangements is that persons may enter goods up to quota during the declared period at the
rates of duty existing at the time. Any product entered during the declared period in excess of the quota will
attract duty at the rate in force on the day immediately following the last day of the declared period. Quota will be
based on products entered during the base period.

In instances where entries are lodged for tobacco products during the declared period and no quota has been
issued, Customs will determine whether a quota is appropriate and if so issue a quota order.

Any enquiries on these arrangements should be directed to Peter Holt on (02) 6275 6103.

JH Jeffery
National Director
Commercial
For Chief Executive Officer

13 July 1998

 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-52.pdf,Instructions for: the completion of the Compile/Edifice/EFT user agreement and release and nomination of customs brokers after initial issue of pin numbers.,"AUSTRALIAN CUSTOMS NOTICE NO. 98/52 

INSTRUCTIONS FOR: THE COMPLETION OF THE 
COMPILE/EDIFICE/EFT  USER AGREEMENT and RELEASE 
AND NOMINATION OF CUSTOMS BROKERS AFTER INITIAL 
ISSUE OF PIN NUMBERS. 

As a result of amendments in procedures and licensing locations, this notice replaces 
ACN 92/138. 

A: 

 INITIAL COMPLETION OF THE COMPILE/EDIFICE/EFT 

USER AGREEMENT (the Agreement) 

New applicants seeking registration as a COMPILE/EDIFICE/EFT User will need to 
apply for registration in an approved form.  The approved form is available from 
Customs Houses in each capital city.  Upon execution of the Agreement, Customs 
will issue sufficient PIN Numbers to cover the persons nominated in Schedule B of 
the Agreement.  The Agreement sets out the terms and conditions relating to 
COMPILE/EDIFICE/EFT and contains various schedules to be completed by the 
registered user. 

Procedure 

1.  Completing the Agreement. 

Please note, care should be exercised to ensure that this agreement is completed 
correctly: 

•  Each page must be initialled by all signatories. 

•  The Agreement must be dated on Page 2. 

•  Sole Trader, Partnership or Corporate Name (and if applicable Corporate Licence 

number) and address must be completed in full on pages 2 and 12. 

•  Sole Trader or Partnerships should sign alongside the ‘Signed, sealed and 

delivered by’ section on page 12. 

•  The Common Seal should be affixed by the Corporate Bodies and each signatory 

should sign through the Seal on page 12. 

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-53.pdf,Anti-dumping authority continuation inquiry - clear float glass from Thailand,"Australian Customs Notice 1998 53

ANTI-DUMPING AUTHORITY CONTINUATION INQUIRY -

CLEAR FLOAT GLASS FROM THAILAND

The Anti-Dumping Authority has advised the Australian
Customs Service of the following which is reproduced below for information.

'The Anti-Dumping Authority has completed its
inquiry into whether dumping duties currently applying to exports to Australia of clear
float glass (CFG) from Thailand (except for exports from Bangkok Float Glass Co Ltd)
should be continued beyond their scheduled expiry date of 29 September 1998.

The Authority was not satisfied that the expiry of the
duties would lead, or be likely to lead, to a recurrence of the material injury which the
duties were intended to prevent.

Accordingly, the Authority recommended to the Minister
that he take no action to continue the dumping duties.

The Minister has accepted the Authority's
recommendation and, as a consequence, the dumping duties will expire on 29 September 1998.

Copies of the non-confidential version of the
Authority's Report no. 191 will be available in due course. Inquiries for copies
should be addressed to the Information Officer, Ms Margaret McLeod, at the Authority on
telephone (02) 6213 6754 or email MMCLEOD@dist.gov.au.'

A copy of the summary and conclusions from the
Authority's Report is attached for information.

Paul O'Connor

National Manager

Trade Measures Branch

for Chief Executive Officer

CANBERRA ACT 2601

14 September 1998

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-53-a.pdf,Government administrative charge - reimbursements - review of procedure,"Australian Customs Notice 1998 53A

GOVERNMENT ADMINISTRATIVE CHARGE -

REIMBURSEMENTS - REVIEW OF PROCEDURE

Customs has reviewed the procedures for application of reimbursement of an overpaid administrative charge. As
stated in Australian Customs Notice 90/124, the Customs Act provisions relating to refunds, remissions, rebates
and drawback of duty paid do not apply to the administrative charge.

Procedures for the reimbursement of the administrative charge are currently set out in ACS Manual Volume 7
(3/21). These procedures have been reviewed as a result of the introduction of the Financial Management and
Accountability (FMA) Act 1997.

Under the previous Audit Act, Commonwealth departments / bodies and authorities were able to apply for a
reimbursement of any overpaid administrative charge that had been paid. As the Audit Act has been repealed
and replaced by the FMA Act, it is now appropriate for the Customs to establish new procedures for these
payments. Reimbursements of the administrative charge will be processed under s.28 of the FMA Act.

From 1 August 1998, applicants will need to apply for reimbursement to the Refunds Section in the region in
which the goods were imported for reimbursement of overpaid administrative charges. These applications may
NOT be made through the COMPILE system, as the administrative charge is not a customs duty. Therefore,
applications will need to be made in writing. Applications will be considered and paid through the regional
Customs office.

Applications for reimbursement will also need to be made within 12 months of the date of payment of the
administrative charge. This will ensure that applications are in line with refund applications made under s.163 of
the Customs Act and the Customs Regulation (r.128A)

Any enquiries about this Notice should be directed to Helen Jeffs, Senior Inspector Refunds, Cargo Facilitation,
Canberra on (02) 6275 6047.

(Cargo Facilitation: C98/00394)

(RJ MITCHELL)
National Manager
Import-Export Management Branch
For Chief Executive Officer

10 July 1998

 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-54.pdf,Customs Tariff Amendment Act (No. 1) 1998,"Australian Customs Notice 1998 54

CUSTOMS TARIFF AMENDMENT ACT (No. 1) 1998

This Act received the Royal Assent on 30 June 1998 and is numbered Act No. 73 of 1998.

The legislation enacts changes made by the following Customs Tariff Proposals:

No. 5 (1997) - Decrease of 0.6 cents per litre on Customs duty applicable to aviation gasoline, effective from 3
July 1997 - see ACN 97/58;
No. 1 (1998) - Technical amendments relating to the Customs Tariff (Fuel Rates Amendments) Act 1997; and
No. 2 (1998) - Creates a new concessional Item 64 in Schedule 4 for goods imported by Olympic Games
Family Members. Tariff pages for this amendment will be issued when the by-law associated with Item 64 has
been gazetted.

In addition to the above amendments, the Act also contains minor corrections to the Customs Tariff Act 1995,
operative 14 days after the Royal Assent. The spelling of ""terpeneless"" in heading 3301 is corrected and in
subheading 8518.30.10, ""handsets"" is replaced by ""headsets"".

Tariff reprint pages 33/3 (R.1) and 85/21 (R.4) will be issued in connection with these changes.

Any queries concerning these changes should be directed to Nick Blackaby, telephone (02) 6275 6506.

(C98/04053 and C98/04722 - Tariff Legislation)

Lee Deegan
National Manager
Tariff Branch
For Chief Executive Officer

July 1998

 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-54-a.pdf,Anti-dumping and countervailing measures - status report as at 30 September 1998,"Australian Customs Notice 1998 54A

ANTI-DUMPING AND COUNTERVAILING MEASURES - STATUS REPORT AS AT 30 SEPTEMBER 1998

AUSTRALIAN CUSTOMS DUMPING NOTICE NO. 98/054

ANTI-DUMPING AND COUNTERVAILING MEASURES - STATUS REPORT AS AT 30 SEPTEMBER 1998

This Notice updates Australian Customs Dumping Notice No. 98/051 which advised the status of measures as at 31 August 1998. Inquiries concerning these commodities may be
directed to the contact officers nominated, at Customs on telephone no. (02) 6275 6666 or at the Anti-Dumping Authority on telephone no. (02) 6213 6760.

NEW INVESTIGATIONS BY CUSTOMS

ACDN Commodity

Tariff
Classification

Country of Export

Initiation
Date

Securities
Imposed

Statement of
Essential Facts

Report
Due

ACS Contact
Officer

98/039 CarpetBacking, Woven Polypropylene

5407.20.00/69 Belgium Columbia Saudi

09/07/98

To be advised

27/10/98

11/12/98 B. Henry L.

Primary Fabric

Arabia UK USA

Nock

98/048 Polystyrene, Expandable (EPS)

3903.11.00/12

Taiwan Thailand

13/08/98

To be advised

01/12/98

15/01/99 R.Cork

98/050 Paper, Uncoated White Cut Ream

Copy

4823.59.00/05
&lt;&gt;

Finland

FINAL FINDING INQUIRIES BY THE ANTI-DUMPING AUTHORITY (ADA)

26/08/98

To be advised

14/12/98

28/01/99 P.Wheelahan

Commodity

Tariff
Classification

Country of Export

Provisional Measures
(Securities)

Date referred
to ADA

Date Due

ADA Contact
Officer

Polystyrene Resin (General Purpose and
Impact Modified)

3903.19.00/13
3903.90.00/16

Hong Kong South Korea
Singapore Taiwan

yes "" "" ""

30/03/98

Report to Minister
20/07/98

P. Evans

Polymeric Plasticisers

3907.99.90/24
3907.60.00/19

UK

yes (3907.60 only)

07/07/98

26/10/98

P. Evans

Certain Wound Closure Strips

3005.10.00/23

France Germany USA

Yes

21/07/98

09/11/98

J. Salvage

COMMODITIES SUBJECT TO ANTI-DUMPING /COUNTERVAILING MEASURES AS AT 30 SEPTEMBER 1998

Commodity

Tariff classification Country of export

Dumping and/or
countervailing (*
interim
measures)

Nature of
review action
(if any)

Date of
imposition

Expiry date

Customs
or ADA
contact
officer

Brandy

2208.20.10/43, 46

France

Cherries, Glace

2006.00.90/05

France Italy

C

C C

NIL

27/02/95

27/02/00**

NIL NIL

08/04/97

08/04/02**

 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-55.pdf,Application for customs brokers licence,"Australian Customs Notice 1998 55

APPLICATION FOR CUSTOMS BROKERS LICENCE

The following person has applied to the Chief Executive Officer for a Customs Brokers Licence:

V S CUFRE
26 Wilberforce Street
North Beach WA 6020

Any person wishing to make written representations in respect of this application should address their
correspondence to:

Customs Brokers Licensing Group
Australian Customs Service
5 Constitution Ave
Canberra ACT 2601
by 23 August, 1998

RJ Mitchell
National Manager
Import-Export Management Branch
For Chief Executive Officer

July 1998

 
 
 
 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-55-a.pdf,Anti-dumping and countervailing measures - status report as at 31 October 1998,"Australian Customs Notice 1998 55A

ANTI-DUMPING AND COUNTERVAILING MEASURES - STATUS REPORT AS AT 31 OCTOBER 1998

This Notice updates Australian Customs Dumping Notice No. 98/054 which advised the status of measures as at 30 September 1998. Inquiries concerning these commodities may be
directed to the contact officers nominated, at Customs on telephone no. (02) 6275 6666 or at the Anti-Dumping Authority on telephone no. (02) 6213 6760.

NEW INVESTIGATIONS BY CUSTOMS

ACDN Commodity

Tariff
Classification

Country of Export

Initiation
Date

Securities
Imposed

Statement of
Essential Facts

Report
Due

ACS Contact
Officer

98/039 CarpetBacking, Woven Polypropylene

5407.20.00/69

Primary Fabric

Belgium Columbia Saudi
Arabia UK USA

09/07/98

To be advised

27/10/98

11/12/98 B. Henry L.

Nock

98/048 Polystyrene, Expandable (EPS)

3903.11.00/12

Taiwan Thailand

13/08/98

To be advised

01/12/98

15/01/99 R.Cork

98/050 Paper, Uncoated White Cut Ream

Copy

4823.59.00/05
&lt; 4802.52.00
70&gt;

Finland

26/08/98

To be advised

14/12/98

28/01/99 P.Wheelahan

FINAL FINDING INQUIRIES BY THE ANTI-DUMPING AUTHORITY (ADA)

Commodity

Tariff
Classification

Country of Export

Provisional Measures
(Securities)

Date referred
to ADA

Date Due

ADA Contact
Officer

Polystyrene Resin (General Purpose and
Impact Modified)

3903.19.00/13
3903.90.00/16

Hong Kong South Korea
Singapore Taiwan

yes "" "" ""

30/03/98

Polymeric Plasticisers

3907.99.90/24
3907.60.00/19

UK

yes (3907.60 only)

07/07/98

Report to Minister
20/07/98

P. Evans

Report to Minister
26/10/98

P. Evans

Certain Wound Closure Strips

3005.10.00/23

France Germany USA

Yes

21/07/98

09/11/98

J. Salvage

COMMODITIES SUBJECT TO ANTI-DUMPING /COUNTERVAILING MEASURES AS AT 31 OCTOBER 1998

Commodity

Tariff classification Country of export

Dumping and/or
countervailing (*
interim measures)

Nature of
review action
(if any)

Date of imposition Expiry date

Customs
or ADA
contact
officer

Brandy

2208.20.10/43, 46

France

Cherries, Glace

2006.00.90/05

France Italy

C

C C

Cutlery, Disposable
Plastic

3924.10.00/08

Thailand

D *(knives, forks,
spoons, sporks,

NIL

NIL NIL

NIL

27/02/95

08/04/97

12/01/94

27/02/00**

08/04/02**

12/01/99

 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-56.pdf,Application for customs brokers licence,"Australian Customs Notice 1998 56

APPLICATION FOR CUSTOMS BROKERS LICENCE

The following person has applied to the Chief Executive Officer for a Customs Brokers Licence.

A B CARR
1/34 Grasmere Road
CREMORNE NSW 2090

Any person wishing to make written representations in respect of this application should address their
correspondence to:

Customs Brokers Licensing Group
Australian Customs Service
5 Constitution Ave
Canberra ACT 2601
by 27 August, 1998

R J Mitchell
National Manager
Import-Export Management Branch
for Chief Executive Officer
July 1998

 
 
 
 
 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-57.pdf,Indexation of certain excise and customs tariff rates of duty and the diesel fuel rebate,"Australian Customs Notice 1998 57

INDEXATION OF CERTAIN EXCISE AND CUSTOMS TARIFF RATES OF DUTY AND THE DIESEL FUEL
REBATE

Section 6A of the Excise Tariff Act 1921 (the Excise Tariff) and section 19 of the Customs Tariff Act 1995 provide for indexation increases to rates of excise and customs duty for certain
excisable and like customable goods in February and August of each year in certain circumstances. The increases are related to movements in the Consumer Price Index (CPI). As a
result of CPI movements during the 1998 June quarter, there has been an increase in the rates of excise and customs duty on spirits, beer (except ""home brew""), tobacco and most
petroleum products on and from 1 August 1998. The new rates of duty are set out in Table 1 (excise duty) and Table 2 (customs duty) of the Attachment to this ACN.

The CPI for the June quarter 1998 was released by the Australian Bureau of Statistics on 22 July 1998. Subsection 6A(5) of the Excise Tariff requires that the last preceding June index
number published by the Australian Statistician be divided by the previous highest December or June index number since December 1983 to establish a factor. When this factor is
greater than 1, it is used to calculate the new rates of excise and customs duty applying to the relevant excisable and like customable goods in accordance with subsection 6A(4) of the
Excise Tariff.

The June 1998 index number (121.0) was divided by the December 1996 number (120.3) to establish a factor of 1.006; hence the increases in the rates of duty.

In accordance with long-standing policy, where rates of excise and customs duty are indexed in the above circumstances, complementary increases in the rates of diesel fuel rebate are
also made. These increases are effected by declarations under subsection 78A(5A) of the Excise Act 1901Customs Act 1901. The new declared rates of diesel fuel rebate are also
effective on and from 1 August 1998 and are listed in Tables 3 and 4 of the Attachment.

Actual rates of rebate payable can differ from these declared rates because of the averaging provisions of the rebate legislation. The rate applicable to a particular claim is shown on the
payment advice forwarded to claimants.

Any enquiries concerning these matters should be directed to:

for Excise Tariff Rates:

for Customs Tariff Rates:

for Diesel Fuel Rebate:

Senior Inspector, Petroleum
Excise
Australian Customs Service
CANBERRA ACT 2600
Ph: (02) 6275 6136

Senior Inspector, Tariff Legislation
Tariff
Australian Customs Service
CANBERRA ACT 2600
Ph: (02) 6275 6516

Senior Inspector, Rebate &amp; Subsidy
Excise
Australian Customs Service
CANBERRA ACT 2600
Ph: (02) 6275 6108

 
 
 
 
 
 
 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-58.pdf,Application for corporate customs brokers licence,"Australian Customs Notice 1998 58

APPLICATION FOR CORPORATE CUSTOMS BROKERS LICENCE

The following company has applied to the Chief Executive Officer for a Corporate Customs Agents Licence.

FM Customs Services Pty. Ltd.
13 Halsham Court
GREENVALE VIC 3059

PERSONS IN AUTHORITY

Fred Mungherli
13 Halsham Court
GREENVALE VIC 3059

NOMINEE

Fred Mungherli
Licence Number 2989

Maria Mungherli
13 Halsham Court
GREENVALE VIC 3059

Any person wishing to make written representations in respect of this application should address their correspondence to:

Customs Brokers Licensing Group
Australian Customs Service
5 Constitution Avenue
CANBERRA ACT 2601

by 4 September 1998.

R J Mitchell
National Manager
Import-Export Management Branch
For Chief Executive Officer

5 August 1998

 
 
 
 
 
 
 
 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-59.pdf,Customs brokers licensing entry of goods for customs purposes,"Australian Customs Notice 1998 59

CUSTOMS BROKERS LICENSING ENTRY OF GOODS FOR

CUSTOMS PURPOSES

Recently the National Customs Agents Licensing Advisory Committee reported to the Chief Executive Officer that
a nominee customs broker, while in the employ of a corporate customs broker, illegally acted in his own right and
entered goods for Customs purposes, for another corporate customs broker's clients thereby breaching
s.s.183CG(2) of the Customs Act 1901 (the Act).

All customs brokers, in particular nominee customs brokers, are reminded that they should be fully aware of the
relevant provisions of the Act as they relate to the entry of goods for Customs purposes and should carefully
observe the conditions attached to their licences.

In particular the attention of nominee customs brokers is drawn to the fact that they are not permitted to act in
their own right as they are employed by either corporate or sole trader customs brokers to enter goods for those
brokers' clients only.

Customs brokers are also reminded that relevant s.181 (of the Act) authorities must be obtained from their clients
in order for them to legally enter goods for Customs purposes on their clients' behalf.

Any enquiries regarding the content of this Australian Customs Notice should be directed to Mr John Cullen,
Import-Export Management Branch, Canberra, (phone) 02-6275 5870 (fax) 02-6275 6601.

R J Mitchell
National Manager
Import-Export management Branch
for
 Chief Executive Officer

27 August 1998

(Import-Export Management Branch C98/01131)

 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-60.pdf,Application for customs brokers licence,"Australian Customs Notice 1998 60

APPLICATION FOR CUSTOMS BROKERS LICENCE

The following person has applied to the Chief Executive Officer for a Customs Brokers Licence:

Stephen Anthony Murphy
5 / 55 Gerrale Street
CRONULLA NSW 2230

Any person wishing to make written representations in respect of this application should address their
correspondence to:

Customs Brokers Licensing Group
Australian Customs Service
5 Constitution Avenue
CANBERRA ACT 2601

by 18 September 1998.

R J Mitchell
National Manager
Import-Export Management Branch
For Chief Executive Officer

14 August 1998

 
 
 
 
 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-61.pdf,Notices of objection to Importation Trade Marks Act 1995,"Australian Customs Notice 1998 61

NOTICES OF OBJECTION TO IMPORTATION TRADE MARKS

ACT 1995

The companies referred to in the attached Schedule have given notice under Section 132 of the Trade Marks Act
1995 objecting to the importation of the goods listed in the Schedule which have applied to them, or in relation to
them, a sign which infringes the relevant trade mark/s. Unless revoked, these Notices of Objection remain in force
for a period of two years from the commencement date shown for the particular trade mark.

The references in the Schedule to particular classes of goods refer to the classes of goods prescribed in
Schedule 1 in the Trade Marks Regulations. Unless the Schedule indicates to the contrary, the particular trade
mark relates to the specific goods listed in regard to the trade mark/s in question. However, where certain
objectors have lodged a Notice of Objection in regard to a variety of trade marks covering a diversity of goods, it
has not been feasible to comprehensively reflect the intricacies of some of those Notices. The Schedule clearly
indicates where that applies with an asterisk. In any case prospective importers should seek further advice
regarding the coverage of the Notice of Objection from their local Customs office (in accordance with the final
paragraph below).

Where goods of the kind referred to are manufactured outside Australia and are imported with a sign that is
substantially identical with or deceptively similar to the relevant trade mark they are liable to be seized by
Customs, unless it can be established that:

the goods are being imported otherwise than for the purposes of trade (sale, lease, hire, etc.); or
the goods do not infringe the relevant trade mark.

Part 12 of the Trade Marks Act 1995 details the circumstances in which the use of a trade mark may, or may not,
amount to an infringement. For example, a trade mark is not infringed where the mark in question has been
applied to, or in relation to, goods with the consent of the registered owner of the trade mark.

People who have been planning commitments to import goods that may be liable to seizure under the provisions
of the Trade Marks Act 1995 should consider seeking advice from Customs, or a suitably qualified legal
practitioner, as to the implications of the trade marks legislation, and the meaning of terms such as ""substantially
identical with"", ""deceptively similar to"" and ""an infringement of"" a trade mark.

The trade mark owner's contact particulars have been included in the Schedule to assist importers who may wish
to initiate negotiations regarding use of the trade marks in question.

Copies of the relevant Notices of Objection have been forwarded to the Customs office in the capital city of each
State and Territory. Importers, or their advisers, who require further information regarding the Notices of
Objection, or Customs' role in regard to those Notices, should contact the Commerce Prohibitions and
Restrictions Group in the Australian Customs Service Office in their nearest capital city.

(Import/Export Management : C98/03062; C98/02441; C98/04011; C98/03961; C98/03834; C98/03805;
C98/03806; C98/05182; C98/05183; C98/04864; C98/04745)

(R.J. MITCHELL)
National Manager
Import-Export Management Branch
for Chief Executive Officer
CANBERRA ACT

August 1998

 
 
 
 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-61-a.pdf,BIRO BIC Limited UK,"Australian Customs Notice 1998 61A

AUSTRALIAN CUSTOMS NOTICE NO. 98/61 A

BIRO BIC Limited, UK

Contact: Phillips Ormonde &amp; Fitzpatrick

Telephone: (03) 9614 1944

 
"
2018-12-10,https://www.abf.gov.au/help-and-support-subsite/CustomsNotices/1998-62.pdf,Attachment A to ACN 98/62 commerce prohibitions and restrictions,"Australian Customs Notice 1998 62

ATTACHMENT A TO ACN 98/62 COMMERCE PROHIBITIONS AND RESTRICTIONS

Regional Offices

Further information regarding controls on the Intellectual Property of Imported Goods may be obtained by contacting:

Canberra
Assistant Director
Intellectual Property Rights (Policy)
Cargo Facilitation Branch
Customs House
5 Constitution Avenue
Canberra ACT 2600
Tel: 02 6275 6571
Fax: 02 6275 6997

Victoria
Senior Inspector
Commerce Prohibitions and Restrictions
10th Floor
414 La Trobe Street
Melbourne VIC 3000
Tel: 03 9244 8423
Fax: 03 9244 8440

Western Australia
Senior Inspector
Commerce Prohibitions and Restrictions
Customs House
2 Henry Street
Fremantle WA 6160
Tel: 08 9430 1405
Fax: 08 9430 1751

Northern Territory
Inspector
Cargo Facilitation
Customs House
21 Lindsay Street
Darwin NT 0800
Tel: 08 8946 9851
Fax: 08 8946 9953

New South Wales
Chief Inspector
Commerce Prohibitions and Restrictions
Level 3
ACS Link Road Office
Mascot NSW 2020
Tel: 02 9317 7020
Fax: 02 9317 7156

Queensland
Inspector
Import Clearance
Australia House
363 Adelaide Street
Brisbane QLD 4000
Tel: 07 3835 3291
Fax: 07 3835 3337

South Australia
Inspector
Commerce Prohibitions and Restrictions
Customs House
220 Commercial Road
Port Adelaide SA 5015
Tel: 08 8847 9378
Fax: 08 8847 9349

Tasmania
Inspector
Exports and Entry Processing
25 Argyle Street
Hobart TAS 7000
Tel: 03 6230 1201
Fax: 03 6230 1262

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
